data_size,greedy,brute_force,dynamic_programing,dynamic_programing_backtrack
1.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0
5.0,0.0,0.015580415725708008,0.0,0.0
6.0,0.0,0.07866120338439941,0.0,0.0
7.0,0.0,0.4547610282897949,0.0,0.0
8.0,0.0,4.436096906661987,0.0,0.0
9.0,0.0,39.20482683181763,0.0,0.0
10.0,0.0,382.34623193740845,0.0,0.0
